ticket_id,pair_id,compound_key,molecule_chembl_id,canonical_smiles,murcko_scaffold,missing_side,known_side,known_target_label,missing_target_label,known_target_chembl_id,missing_target_chembl_id,recommended_assay_type,recommended_standard_type,recommended_units,known_standard_type,known_standard_relation,known_standard_value_nM,known_activity_chembl_id,known_assay_chembl_id,provenance_note,evidence_status_source,priority_score,priority_reason,expected_benchmark_impact,data_return_schema
V6-0011,LmPTR1,KZCLZTHWXHXZDO-PGMHBOJBSA-N,CHEMBL2261696,CCOC(=O)C1=C(C)NC(S/C(=C\c2ccc(OC)cc2)C(=O)OCC)=NC1c1ccccc1,C1=CC(c2ccccc2)N=C(SC=Cc2ccccc2)N1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,10.0,unknown_from_candidate_table,CHEMBL3056824,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""KZCLZTHWXHXZDO-PGMHBOJBSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0012,LmPTR1,LVCZAWTWHOMUGI-UEIGIMKUSA-N,CHEMBL4098009,CC1(C)N=C(N)N=C(N)N1OCCCOc1cccc(C(=O)/C=C/c2ccccc2)c1.Cl,O=C(C=Cc1ccccc1)c1cccc(OCCCON2C=NC=NC2)c1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,9.0,unknown_from_candidate_table,CHEMBL4008609,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""LVCZAWTWHOMUGI-UEIGIMKUSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0013,LmPTR1,LXUURPGAYDBQPD-UHFFFAOYSA-N,CHEMBL2382330,COc1cc(N(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,c1ccc(Nc2cnc3ncncc3c2)cc1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,4.6,unknown_from_candidate_table,CHEMBL2384165,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""LXUURPGAYDBQPD-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0014,LmPTR1,NOYPYLRCIDNJJB-UHFFFAOYSA-N,CHEMBL119,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,c1ccc(NCc2ccc3ncncc3c2)cc1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,2.6,unknown_from_candidate_table,CHEMBL2384165,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""NOYPYLRCIDNJJB-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0015,LmPTR1,OFWTVYGENKUADQ-UEIGIMKUSA-N,CHEMBL4071967,CC1(C)N=C(N)N=C(N)N1OCCCOc1cccc(/C=C/C(=O)c2ccccc2)c1.Cl,O=C(C=Cc1cccc(OCCCON2C=NC=NC2)c1)c1ccccc1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,3.2,unknown_from_candidate_table,CHEMBL4008609,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""OFWTVYGENKUADQ-UEIGIMKUSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0016,LmPTR1,OIMWPQCYVYTNAU-UHFFFAOYSA-N,CHEMBL3965885,Br.NC1=NC2(CCOCC2)N(OCCCOc2ccc(Cl)c(Cl)c2)C(N)=N1,C1=NC=NC2(CCOCC2)N1OCCCOc1ccccc1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,8.23,unknown_from_candidate_table,CHEMBL3878855,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""OIMWPQCYVYTNAU-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0017,LmPTR1,OTMMSBDVBAVGAN-UHFFFAOYSA-N,CHEMBL4099755,CC1(C)N=C(N)N=C(N)N1OCCCOc1cccc(C(=O)CCc2ccccc2)c1.Cl,O=C(CCc1ccccc1)c1cccc(OCCCON2C=NC=NC2)c1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,3.9,unknown_from_candidate_table,CHEMBL4008609,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""OTMMSBDVBAVGAN-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0018,LmPTR1,PCMQZZYOBBXXFL-UHFFFAOYSA-N,CHEMBL4587332,Nc1nc2[nH]c(CCNC(=O)c3cccc(C(=O)NCc4ccccn4)c3)cc2c(=O)[nH]1,O=C(NCCc1cc2c(=O)[nH]cnc2[nH]1)c1cccc(C(=O)NCc2ccccn2)c1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,9.28,unknown_from_candidate_table,CHEMBL4360404,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""PCMQZZYOBBXXFL-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0019,LmPTR1,PEVSOKYODYIWDE-JRUHLWALSA-N,CHEMBL4060570,CC1(C)N=C(N)N=C(N)N1OCCCCOc1ccc(/C=C/C(=O)c2ccccc2)cc1.Cl,O=C(C=Cc1ccc(OCCCCON2C=NC=NC2)cc1)c1ccccc1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,4.0,unknown_from_candidate_table,CHEMBL4008609,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""PEVSOKYODYIWDE-JRUHLWALSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0020,LmPTR1,PHEZJEYUWHETKO-UHFFFAOYSA-N,CHEMBL38434,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,c1ccc(-c2ccc(-c3ccc4ccccc4n3)cc2)cc1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,1.8,unknown_from_candidate_table,CHEMBL4006962,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""PHEZJEYUWHETKO-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0021,LmPTR1,QNASXWBMQABDSW-UHFFFAOYSA-N,CHEMBL2382334,CN(c1cnc2nc(N)nc(N)c2c1)c1cccc2ccccc12,c1ccc2c(Nc3cnc4ncncc4c3)cccc2c1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,5.6,unknown_from_candidate_table,CHEMBL2384165,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""QNASXWBMQABDSW-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0022,LmPTR1,QVHFSGMRVQZGMC-UHFFFAOYSA-N,CHEMBL26006,Nc1nc(N)c2nc(CNc3cccc4ccccc34)cnc2n1,c1ccc2c(NCc3cnc4ncncc4n3)cccc2c1,human,parasite,Pteridine reductase 1,Dihydrofolate reductase (human),CHEMBL6194,CHEMBL202,B,IC50,nM,IC50,=,10.0,unknown_from_candidate_table,CHEMBL5148454,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the human side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""QVHFSGMRVQZGMC-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""human"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL202""}"
V6-0023,LmPTR1,RGVPOXRFEPSFGH-CQSZACIVSA-N,CHEMBL1788319,COc1cc(C[C@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,c1ccc(CC2NCCc3ccccc32)cc1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,2.6,unknown_from_candidate_table,CHEMBL5736802,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""RGVPOXRFEPSFGH-CQSZACIVSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0024,LmPTR1,SFJOSBAEWKPKPY-UHFFFAOYSA-N,CHEMBL251427,Nc1nc(N)c2c(OCc3ccccc3F)cccc2n1,c1ccc(COc2cccc3ncncc23)cc1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,0.39,unknown_from_candidate_table,CHEMBL944098,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""SFJOSBAEWKPKPY-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0025,LmPTR1,SPJLCBHFEFURSP-UHFFFAOYSA-N,CHEMBL3952384,Cl.NC1=NC2(CCSCC2)N(OCCCOc2ccc(Br)cc2)C(N)=N1,C1=NC=NC2(CCSCC2)N1OCCCOc1ccccc1,parasite,human,Dihydrofolate reductase (human),Pteridine reductase 1,CHEMBL202,CHEMBL6194,B,IC50,nM,IC50,=,6.46,unknown_from_candidate_table,CHEMBL3878855,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for LmPTR1 (positives=0, negatives=1) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""SPJLCBHFEFURSP-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""LmPTR1"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL6194""}"
V6-0026,SmDHODH,AALBOIGMJJXUDG-NSHDSACASA-N,CHEMBL5936462,CCCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,O=C(Nc1ccccc1)c1ccc(-n2nc[nH]c2=O)cc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,2.8,unknown_from_candidate_table,CHEMBL5735966,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""AALBOIGMJJXUDG-NSHDSACASA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0027,SmDHODH,AFNWAIVOYHSTGS-INIZCTEOSA-N,CHEMBL5993679,CCC[C@H](C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(N)cc1C,O=C(Nc1ccccc1)c1ccc(-n2nc3n(c2=O)CCCC3)cc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,1.7,unknown_from_candidate_table,CHEMBL5736644,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""AFNWAIVOYHSTGS-INIZCTEOSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0028,SmDHODH,AFSVGHXZIQZUFO-SFHVURJKSA-N,CHEMBL6036697,Cc1c(N)cccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O[C@@H](C)C1CCCCC1,O=C(Nc1ccccc1)c1ccc(-n2nc3n(c2=O)CCCC3)cc1OCC1CCCCC1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,2.4,unknown_from_candidate_table,CHEMBL5736645,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""AFSVGHXZIQZUFO-SFHVURJKSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0029,SmDHODH,AHTZDUDQEMHWHD-NSHDSACASA-N,CHEMBL5085549,C[C@H](Oc1cc(-c2cn(C)c(C(C)(C)O)n2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,O=C(Nc1ccccc1)c1ccc(-c2c[nH]cn2)cc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,0.19,unknown_from_candidate_table,CHEMBL5036251,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""AHTZDUDQEMHWHD-NSHDSACASA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
